"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","ID","gc","term","Q1","Q44","Q45_1","Q47","Q48","Q49","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q12","Q13","Q11_1","Q11_2","Q11_3","Q11_4","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q27","Q28","Q26_1","Q26_2","Q26_3","Q26_4","Q29","Q30","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q46_1","Q50","Q51","DO_BR_FL_11","random","FEMALE","AGE","BS","AD","INCOME","SAFEB","DENYGMB","WARMB","DENYGWB","DENYBB","SCIGM","SCIGW","KNOWGM1","KNOWGM2","KNOWGM3","KNOWGM","KNOWGW1","KNOWGW2","KNOWGW3","KNOWGW","ICGMB","ICGWB","SD","D","LD","I","SR","R","LR","IDK1","OTH","DEM","REP","EL","SL","M","EC","SC","IDK2","CRT1","CRT2","CRT3","CRT","Y","Parti","ConnaisOGM","ConnaisRechClim","PercepOGM","PercepRechClim","Sexe","Revenu","Bachelor"
"468","R_2tcSuHlmWgdvvy5","Default Response Set","Anonymous",NA,NA,"68.39.47.140",0,"25APR13:13:43:00","25APR13:13:52:00",1,"3627ed3121ba9add4d1ce9fa0de637fd",1,"",1,1,7,2,2,1,3,4,4,4,2,"3",2,1,1,1,1,31.23,31.23,31.233,1,4,4,3,3,4,4,4,3,2,3,3,4,"2",1,1,2,1,1,36.738,36.738,36.743,1,4,4,3,3,3,3,2,"1","1",3,6,9,2,2,3,1,"0.9","1000","62","30","2","1","GMO Questions|Global Warming Questions",1,0,7,0,0,1,2,0,2,0,0,4,3,1,0,0,1,0,0,1,1,"9","9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"A","Democrate",1,1,4,3,"homme",1,2
"469","R_06ZFh00G8ssIWq1","Default Response Set","Anonymous",NA,NA,"173.61.212.59",0,"25APR13:13:30:00","25APR13:13:55:00",1,"259ff75ffdb25c3099c34bac5e49d83b",1,"",1,2,30,2,2,5,3,3,3,3,3,"3",2,2,1,1,1,33.131,33.131,33.146,1,3,2,3,3,4,3,3,4,4,4,3,2,"3",1,1,1,1,1,75.322,75.322,75.341,1,4,4,4,4,3,3,3,"1","1",6,6,10,5,5,9,6,"0.05","20","24 days","30","2","1","Global Warming Questions|GMO Questions",0,1,30,0,0,5,2,0,3,0,0,3,4,1,1,0,2,0,0,0,0,"9","8",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,"A","Republicain",2,0,3,4,"femme",5,2
"470","R_bylZJYAj9CwwnA1","Default Response Set","Anonymous",NA,NA,"174.62.198.4",0,"25APR13:14:10:00","25APR13:14:15:00",1,"3fd1cec9ee9d728146b60cdf6b6f32e5",1,"",1,1,6,2,2,5,2,3,3,2,4,"2",2,2,2,1,1,47.241,47.241,47.252,1,3,4,3,3,3,3,3,3,3,3,3,4,"1",1,2,2,1,1,31.597,31.597,31.6,1,3,3,3,3,3,3,3,"1","2",8,6,1,5,2,9,1,"0.1","100","24","21","10","1","Global Warming Questions|GMO Questions",0,0,6,0,0,5,1,1,2,0,1,3,3,1,1,1,3,0,1,1,2,"8","8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"B","autre",3,2,3,3,"homme",5,2
"471","R_00Lx3Z7039ULXTL","Default Response Set","Anonymous",NA,NA,"76.204.121.237",0,"25APR13:14:10:00","25APR13:14:18:00",1,"55da7aa12aa9ad22a7e9fd74ba1c95cc",1,"",1,1,2,2,2,4,4,4,4,1,1,"1",2,2,1,1,1,33.992,33.992,33.995,1,4,5,5,5,1,1,1,1,5,1,1,2,"1",1,1,1,1,1,39.188,39.188,39.19,1,1,4,4,4,2,2,4,"1","1",2,3,1,4,1,7,1,"0.1","100","24","7","9","1","GMO Questions|Global Warming Questions",1,0,2,0,0,4,3,0,0,1,2,4,1,1,1,0,2,0,0,0,0,"3","4",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"C","Democrate",2,0,4,1,"homme",4,2
"472","R_dms3IyaVPlqF40d","Default Response Set","Anonymous",NA,NA,"69.117.96.30",0,"25APR13:14:11:00","25APR13:14:19:00",1,"65d633ae243abfb9e0e11a23de331d65",1,"",1,1,1,2,2,1,4,4,2,4,4,"2",2,2,1,1,1,32.722,32.722,32.724,1,5,5,5,5,1,1,1,5,4,5,1,2,"1",1,2,1,1,1,34.963,34.963,34.964,1,5,4,5,5,1,1,1,"1","1",2,2,1,1,2,7,1,"0.05","100","24","30","10","5","Global Warming Questions|GMO Questions",0,0,1,0,0,1,3,0,4,0,0,2,5,1,1,0,2,0,1,0,1,"10","4",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"A","Democrate",2,1,2,5,"homme",1,2
"473","R_5psWjgl6r3ALbfv","Default Response Set","Anonymous",NA,NA,"71.53.196.82",0,"25APR13:13:58:00","25APR13:14:19:00",1,"cf8da2660ffed91b91498183b3fc4589",1,"",1,2,31,2,2,3,1,1,4,4,3,"5",1,1,2,1,1,53.553,53.553,53.563,1,4,1,1,1,4,3,5,4,4,3,3,4,"3",2,2,2,1,1,43.312,43.312,43.322,1,4,3,3,3,3,4,4,"2","2",9,5,2,1,2,7,1,"0.05","5 minutes","47 days","46","10","1","Global Warming Questions|GMO Questions",0,1,31,0,0,3,0,1,3,0,1,4,3,0,0,1,1,1,1,1,3,"12","10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,"B","autre",1,3,4,3,"femme",3,2
"474","R_e4zzl5X3f1QbKT3","Default Response Set","Anonymous",NA,NA,"98.28.198.19",0,"25APR13:14:11:00","25APR13:14:22:00",1,"6414fad4deb6af5eb671a23582e1429d",1,"",1,2,9,1,2,5,4,2,4,4,3,"1",2,2,2,1,1,35.435,35.435,35.439,1,4,4,4,2,2,2,3,2,2,1,3,5,"2",1,2,2,1,1,41.503,41.503,41.508,1,5,2,2,2,2,5,3,"2","1",6,5,1,2,2,7,1,"0.05","5 minutes","Don't k","35","1","2","Global Warming Questions|GMO Questions",0,1,9,1,0,5,3,0,1,1,2,4,1,1,1,1,3,0,1,1,2,"8","10",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"C","Republicain",3,2,4,1,"femme",5,1
"475","R_eJMd65EYr2tYIwR","Default Response Set","Anonymous",NA,NA,"184.180.240.33",0,"25APR13:14:12:00","25APR13:14:24:00",1,"23b891638fd44d3b8fc3a6e6a247b258",1,"",1,2,23,2,2,2,2,2,3,3,3,"3",2,2,1,1,1,97.188,97.188,97.197,1,3,3,4,4,3,3,3,3,3,3,3,3,"3",1,1,2,1,1,26.124,32.622,32.631,2,3,3,4,3,2,3,3,"1","1",3,2,1,1,2,7,1,"0.1","1 minute","24","4","8","3","Global Warming Questions|GMO Questions",0,1,23,0,0,2,1,1,2,0,1,3,3,1,1,0,2,0,0,1,1,"9","9",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"B","Democrate",2,1,3,3,"femme",2,2
"476","R_a9MmP8ZDopZto1L","Default Response Set","Anonymous",NA,NA,"65.32.161.30",0,"25APR13:14:16:00","25APR13:14:28:00",1,"167cea0654deade3043558b079a9d27e",1,"",1,2,21,2,2,2,4,4,4,4,4,"4",1,2,1,1,1,45.601,45.601,45.617,1,3,3,3,3,3,3,3,5,5,4,2,2,"2",1,1,2,1,1,36.97,36.97,36.986,1,5,4,1,4,2,4,2,"1","1",5,4,1,4,2,9,6,"0.1","10000","24","9","5","1","GMO Questions|Global Warming Questions",1,1,21,0,0,2,3,0,4,0,0,4,4,0,1,0,1,0,0,1,1,"12","6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","Republicain",1,1,4,4,"femme",2,2
"477","R_brrMbWtnUMtJRGJ","Default Response Set","Anonymous",NA,NA,"72.49.207.125",0,"25APR13:14:22:00","25APR13:14:29:00",1,"4f2871006ba9b90db2242b97072b0741",1,"",1,2,30,2,2,3,2,4,4,2,2,"3",1,1,2,1,1,39.024,39.024,39.025,1,4,4,4,4,3,4,3,3,3,3,3,3,"3",1,1,1,1,1,42.52,42.52,42.521,1,3,4,4,2,4,3,4,"1","1",4,3,1,2,2,9,6,"0.1","100 minutes","24 days","17","2","1","GMO Questions|Global Warming Questions",1,1,30,0,0,3,1,1,2,0,1,4,3,0,0,1,1,0,0,0,0,"7","9",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"B","autre",1,0,4,3,"femme",3,2
"478","R_9n21Scm7hKO7fRr","Default Response Set","Anonymous",NA,NA,"206.40.116.166",0,"25APR13:14:16:00","25APR13:14:32:00",1,"42c197e12fed82eebc29beccb8455fdb",1,"",1,2,34,2,2,6,2,2,3,4,3,"3",1,2,2,1,1,39.278,39.278,39.279,1,2,4,4,4,3,3,3,2,2,3,2,4,"2",1,1,1,1,1,46.582,46.582,46.583,1,4,5,4,4,4,2,2,"1","1",5,3,1,1,1,3,5,"0.1","100","24","49","1","1","GMO Questions|Global Warming Questions",1,1,34,0,0,6,1,1,1,1,3,3,3,0,1,1,2,0,0,0,0,"10","8",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"D","Republicain",2,0,3,3,"femme",6,2
"479","R_8wDL75drXoYXfUx","Default Response Set","Anonymous",NA,NA,"67.167.192.133",0,"25APR13:14:31:00","25APR13:14:35:00",1,"be4028617b51153520a96ff57bc3c2fc",1,"",1,2,26,2,2,3,3,3,3,5,5,"3",2,2,2,1,1,36.401,36.401,36.402,1,5,4,5,5,1,1,1,5,4,5,1,3,"1",1,1,2,1,1,33.249,33.249,33.25,1,5,5,5,5,1,3,1,"1","1",1,1,1,1,1,7,1,"10","20","24","13","10","1","GMO Questions|Global Warming Questions",1,1,26,0,0,3,2,0,4,0,0,3,5,1,1,1,3,0,0,1,1,"13","5",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",3,1,3,5,"femme",3,2
"480","R_5jRFDcaN7DrjDkF","Default Response Set","Anonymous",NA,NA,"67.182.227.144",0,"25APR13:14:30:00","25APR13:14:36:00",1,"8f886bb4cfb67e0e79702c8d4eadfe2a",1,"",1,2,36,2,2,4,3,3,3,3,3,"2",2,2,2,1,1,31.743,31.743,31.75,1,4,4,4,4,2,2,1,2,2,3,3,5,"2",1,2,1,1,1,31.722,31.722,31.726,1,4,3,2,2,3,5,2,"2","1",7,4,1,2,2,9,3,"0.1","100","24","44","1","1","GMO Questions|Global Warming Questions",1,1,36,0,0,4,2,0,1,1,2,3,3,1,1,1,3,0,1,0,1,"8","10",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"C","Republicain",3,1,3,3,"femme",4,2
"481","R_cBzn1slc3mM6jNr","Default Response Set","Anonymous",NA,NA,"70.116.159.12",0,"25APR13:14:30:00","25APR13:14:37:00",1,"836af18358cb3ed4475752f7cffafc42",1,"",1,2,27,2,2,4,1,1,5,5,4,"3",1,2,1,1,1,40.196,40.196,40.198,1,2,3,1,1,5,4,3,5,5,5,1,2,"1",1,1,1,1,1,32.197,32.197,32.199,1,5,5,5,5,1,1,1,"1","2",6,4,1,2,3,9,2,"0.1","100","24 days","43","2","1","Global Warming Questions|GMO Questions",0,1,27,0,0,4,0,1,4,0,1,5,5,0,1,0,1,0,0,0,0,"12","4",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"B","Republicain",1,0,5,5,"femme",4,2
"482","R_6KEmtpPWZR8jXeZ","Default Response Set","Anonymous",NA,NA,"70.131.152.249",0,"25APR13:14:30:00","25APR13:14:38:00",1,"05c8487d24b2a42f5e70e956a4491043",1,"",1,2,37,2,2,4,3,3,3,3,3,"3",2,2,2,1,1,43.755,43.755,43.766,1,3,3,3,3,3,3,3,3,3,3,3,3,"3",1,2,2,1,1,36.25,36.25,36.26,1,3,3,3,3,3,3,3,"2","2",2,6,1,1,2,7,5,"0.1","100 min","24 days","13","2","1","GMO Questions|Global Warming Questions",1,1,37,0,0,4,2,0,2,0,0,3,3,1,1,1,3,0,1,1,2,"9","9",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"A","Democrate",3,2,3,3,"femme",4,2
"483","R_1HAx1ssT67Ea1rT","Default Response Set","Anonymous",NA,NA,"98.222.106.22",0,"25APR13:14:31:00","25APR13:14:38:00",1,"942ea2c8ca35719db2a608e04c87ce7e",1,"",1,2,20,2,2,1,4,3,3,3,3,"3",2,2,1,1,1,32.749,32.749,32.758,1,4,4,3,3,3,3,3,4,4,3,3,4,"4",1,1,1,1,1,32.977,32.977,32.987,1,3,4,4,4,4,4,4,"1","2",4,3,1,2,1,8,1,"0.1","100 minutes","24","14","1","1","GMO Questions|Global Warming Questions",1,1,20,0,0,1,3,0,3,0,0,3,3,1,1,0,2,0,0,0,0,"9","11",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","autre",2,0,3,3,"femme",1,2
"484","R_2uaHei1P4g44epL","Default Response Set","Anonymous",NA,NA,"24.128.1.156",0,"25APR13:14:30:00","25APR13:14:38:00",1,"4b1076b579c96c57b66b6b267fe8f648",1,"",1,2,27,2,2,2,2,2,4,3,3,"3",2,2,2,1,1,36.017,36.017,36.018,1,3,3,3,3,2,2,3,4,3,3,2,4,"2",1,1,1,1,1,40.169,40.169,40.171,1,3,4,3,4,2,4,2,"1","2",4,4,1,1,1,7,1,"0.1","350","24","21","2","1","Global Warming Questions|GMO Questions",0,1,27,0,0,2,1,1,3,0,1,4,3,1,1,1,3,0,0,0,0,"9","8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"B","autre",3,0,4,3,"femme",2,2
"485","R_ebvOVbIWwtJbc8t","Default Response Set","Anonymous",NA,NA,"50.29.237.124",0,"25APR13:14:32:00","25APR13:14:38:00",1,"312a83b8d1ac61c0308b0d373d10cb12",1,"",1,2,22,2,2,3,3,3,3,3,3,"3",2,2,2,1,1,9.41,48.162,48.164,2,4,4,4,4,3,3,3,3,3,3,3,3,"3",2,2,2,1,1,31.758,31.758,31.758,1,4,3,4,4,3,3,3,"1","1",8,6,1,5,5,9,6,"0.1","100 minutes","24 days","38","2","1","Global Warming Questions|GMO Questions",0,1,22,0,0,3,2,0,2,0,0,3,3,1,1,1,3,1,1,1,3,"9","9",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"A","autre",3,3,3,3,"femme",3,2
"486","R_419wbGJLZPHaPY1","Default Response Set","Anonymous",NA,NA,"71.60.14.79",0,"25APR13:14:31:00","25APR13:14:39:00",1,"46fbac248fab4d01600b16eaa14424be",1,"",1,2,47,2,2,5,3,3,3,3,4,"2",1,2,1,1,1,32.368,32.368,32.371,1,4,4,4,4,2,2,1,4,4,4,2,3,"2",1,1,1,1,1,32.639,32.639,32.642,1,4,3,4,4,2,3,2,"1","1",6,4,1,5,5,9,6,"0.1","100 minutes","24","38","1","1","GMO Questions|Global Warming Questions",1,1,47,0,0,5,2,0,3,0,0,3,4,0,1,0,1,0,0,0,0,"9","7",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"A","Republicain",1,0,3,4,"femme",5,2
"487","R_3PpAytNTfzsTyjb","Default Response Set","Anonymous",NA,NA,"98.220.35.183",0,"25APR13:14:32:00","25APR13:14:39:00",1,"d55d7bec89620e63213b3d6f87525ff7",1,"",1,2,22,2,2,3,1,1,3,3,3,"4",2,2,2,1,1,40.003,40.003,40.008,1,4,3,2,2,3,3,3,4,4,3,3,3,"3",1,2,2,1,1,31.931,31.931,31.936,1,4,4,4,4,3,3,3,"1","2",8,6,1,1,2,1,6,"0.1","100 minutes","12 days","14","10","1","GMO Questions|Global Warming Questions",1,1,22,0,0,3,0,1,3,0,1,3,3,1,1,1,3,0,1,1,2,"10","9",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"B","autre",3,2,3,3,"femme",3,2
"488","R_9FCm4L6EfujUdyR","Default Response Set","Anonymous",NA,NA,"66.56.195.158",0,"25APR13:14:31:00","25APR13:14:39:00",1,"aec79f37970f7fc261889593c8eee9ea",1,"",1,2,35,2,2,3,3,3,3,3,3,"3",1,2,1,1,1,38.123,38.123,38.125,1,4,3,4,4,2,2,2,3,3,3,3,4,"3",1,1,2,1,1,31.687,31.687,31.69,1,4,3,3,3,3,4,4,"1","2",6,4,1,1,1,9,6,"10","100","24","33","2","1","Global Warming Questions|GMO Questions",0,1,35,0,0,3,2,0,2,0,0,3,3,0,1,0,1,0,0,1,1,"9","10",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"A","Republicain",1,1,3,3,"femme",3,2
"489","R_73qbWRTwgpoQtoh","Default Response Set","Anonymous",NA,NA,"50.155.61.0",0,"25APR13:14:31:00","25APR13:14:39:00",1,"c83747cffc24c1437af287743843d503",1,"",1,2,23,2,2,5,3,3,3,3,3,"3",2,2,1,1,1,33.122,33.122,33.124,1,4,3,3,3,3,3,3,3,3,3,3,4,"3",1,1,1,1,1,37.376,37.376,37.378,1,4,3,3,3,3,4,3,"2","2",4,3,1,1,5,9,6,"0.1","100 minutes","24 days","10","1","1","Global Warming Questions|GMO Questions",0,1,23,0,0,5,2,0,2,0,0,3,3,1,1,0,2,0,0,0,0,"9","10",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","autre",2,0,3,3,"femme",5,2
"490","R_1RLv61AZMGD9aDj","Default Response Set","Anonymous",NA,NA,"99.66.54.43",0,"25APR13:14:32:00","25APR13:14:39:00",1,"fc18553f401d8bef4f9a95732e9fe97e",1,"",1,2,52,2,2,2,3,3,3,3,3,"2",1,2,1,1,1,31.718,31.718,31.722,1,4,4,4,4,4,3,2,4,4,4,2,3,"1",1,1,2,1,1,31.011,31.011,31.014,1,4,5,4,4,2,2,1,"1","1",4,4,1,5,5,9,6,"0.1","20","24","22","2","1","Global Warming Questions|GMO Questions",0,1,52,0,0,2,2,0,3,0,0,3,4,0,1,0,1,0,0,1,1,"8","6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A","autre",1,1,3,4,"femme",2,2
"491","R_3gQUELHTm5FlmD3","Default Response Set","Anonymous",NA,NA,"74.139.165.163",0,"25APR13:14:32:00","25APR13:14:39:00",1,"a0731dd19118c226a39ff3050d3c106f",1,"",1,2,35,2,2,3,3,3,2,3,3,"2",1,2,2,1,1,32.739,32.739,32.742,1,4,3,4,4,3,3,3,4,4,4,2,3,"2",1,1,1,1,1,14.584,33.768,33.77,2,4,4,4,4,2,3,2,"2","2",2,4,1,2,1,9,1,"0.1","100","24","17","1","1","GMO Questions|Global Warming Questions",1,1,35,0,0,3,2,0,3,0,0,2,4,0,1,1,2,0,0,0,0,"8","7",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"A","Democrate",2,0,2,4,"femme",3,2
"492","R_a3O0Qwjeqd6dEaN","Default Response Set","Anonymous",NA,NA,"209.177.123.15",0,"25APR13:14:33:00","25APR13:14:39:00",1,"fd7b3b09196537eb134bb7ba91b2db48",1,"",1,2,26,2,2,4,2,3,2,2,2,"2",2,2,2,1,1,35.524,35.524,35.525,1,4,3,3,4,2,2,2,5,4,4,2,2,"1",1,1,2,1,1,33.682,33.682,33.683,1,5,5,5,5,2,2,2,"1","1",2,6,1,5,5,9,6,"10","100 minutes","24","5","10","1","GMO Questions|Global Warming Questions",1,1,26,0,0,4,1,1,4,0,1,2,4,1,1,1,3,0,0,1,1,"6","5",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"B","Democrate",3,1,2,4,"femme",4,2
"493","R_a5HWArNhycLiQ1D","Default Response Set","Anonymous",NA,NA,"75.95.49.41",0,"25APR13:14:29:00","25APR13:14:39:00",1,"698ae9fc85d9b1e4f1c1ff097c797efe",1,"",1,2,22,2,2,1,5,5,3,3,3,"3",1,2,2,1,1,31.58,31.58,31.583,1,3,4,4,4,3,3,3,2,4,4,4,4,"4",1,1,1,1,1,32.697,32.697,32.699,1,4,4,4,4,4,4,4,"1","1",2,3,2,4,4,9,4,"0.1","350","47 days","38","2","1","GMO Questions|Global Warming Questions",1,1,22,0,0,1,4,0,1,1,2,3,4,0,1,1,2,0,0,0,0,"9","12",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"C","Democrate",2,0,3,4,"femme",1,2
"494","R_72r9kn9quX6vfud","Default Response Set","Anonymous",NA,NA,"69.116.70.117",0,"25APR13:14:31:00","25APR13:14:40:00",1,"8b07aa148c0abfe974f55f9aecd68349",1,"",1,2,21,2,2,3,3,3,4,3,3,"3",1,2,2,1,1,33.727,33.727,33.767,1,4,3,3,3,3,3,3,4,4,4,3,3,"2",1,1,2,1,1,32.66,32.66,32.703,1,5,4,4,4,2,3,2,"2","2",2,3,1,1,2,8,1,"0.1","100 minutes","24 days","30","2","1","Global Warming Questions|GMO Questions",0,1,21,0,0,3,2,0,3,0,0,4,4,0,1,1,2,0,0,1,1,"9","8",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",2,1,4,4,"femme",3,2
"495","R_6RwiFp9gEoT3G8B","Default Response Set","Anonymous",NA,NA,"173.242.176.6",0,"25APR13:14:30:00","25APR13:14:40:00",1,"cb9b953981564450feb25a30abecb672",1,"",1,2,30,2,2,4,2,2,2,3,3,"2",2,2,2,1,1,32.13,32.13,32.131,1,4,3,2,2,3,3,2,2,2,3,3,4,"1",1,2,2,1,1,33.501,33.501,33.502,1,4,3,2,2,3,4,1,"2","2",4,4,1,1,1,9,6,"doesn't","5 minutes","47","22","1","1","GMO Questions|Global Warming Questions",1,1,30,0,0,4,1,1,1,1,3,2,3,1,1,1,3,0,1,1,2,"8","8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"D","autre",3,2,2,3,"femme",4,2
"496","R_0qB1rrUVD2bfOxn","Default Response Set","Anonymous",NA,NA,"76.88.177.27",0,"25APR13:14:31:00","25APR13:14:40:00",1,"0bc2d82f914ce66859598b07404e2156",1,"",1,2,30,1,2,3,2,3,3,3,3,"3",2,2,2,1,1,31.506,31.506,31.511,1,5,5,5,5,2,2,2,4,4,4,3,2,"3",1,1,2,1,1,33.316,33.316,33.319,1,5,4,4,5,3,3,2,"1","1",5,4,1,2,2,9,1,"0.1","100 minutes","24","11","2","1","GMO Questions|Global Warming Questions",1,1,30,1,0,3,1,1,3,0,1,3,4,1,1,1,3,0,0,1,1,"9","8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"B","Republicain",3,1,3,4,"femme",3,1
"497","R_8BcIpgk1sSd9lyZ","Default Response Set","Anonymous",NA,NA,"76.180.211.62",0,"25APR13:14:34:00","25APR13:14:40:00",1,"8d44906c46b6307393fc8cc4f291d2c0",1,"",1,2,22,2,2,4,3,4,3,3,2,"2",2,2,2,1,1,35.487,35.487,35.491,1,5,3,5,5,2,2,2,4,4,3,3,4,"2",1,1,2,1,1,36.151,36.151,36.154,1,4,4,4,4,3,2,3,"1","1",6,3,1,1,1,9,1,"0.1","100","24","32","10","1","GMO Questions|Global Warming Questions",1,1,22,0,0,4,2,0,3,0,0,3,3,1,1,1,3,0,0,1,1,"7","9",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"A","Republicain",3,1,3,3,"femme",4,2
"498","R_81xi46A9qOzj1E9","Default Response Set","Anonymous",NA,NA,"71.122.140.5",0,"25APR13:14:33:00","25APR13:14:40:00",1,"8cfe86d71fb069dfb722b9ac22e89135",1,"",1,2,42,2,2,4,2,2,4,3,2,"1",2,2,2,1,1,36.69,36.69,36.692,1,4,4,4,4,1,1,1,4,4,4,2,2,"1",2,2,2,1,1,36.379,36.379,36.381,1,4,3,5,5,1,1,1,"1","2",3,2,1,1,1,7,1,"0.1","5","24","9","2","1","GMO Questions|Global Warming Questions",1,1,42,0,0,4,1,1,3,0,1,4,4,1,1,1,3,1,1,1,3,"6","5",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"B","Democrate",3,3,4,4,"femme",4,2
"499","R_0vL5tsZhmtx6Ehn","Default Response Set","Anonymous",NA,NA,"",0,"25APR13:14:31:00","25APR13:14:40:00",1,"beffa9ad9a32a0600d4263879f14fd4a",1,"",1,2,38,2,2,8,4,4,3,3,2,"2",2,2,2,1,1,49.784,49.784,49.798,1,4,4,4,4,2,2,2,2,2,3,2,4,"2",2,2,2,1,1,39.929,39.929,39.942,1,4,3,2,2,2,4,2,"1","1",3,2,1,5,5,1,1,"0.1","100","47","32","9","1","Global Warming Questions|GMO Questions",0,1,38,0,0,8,3,0,1,1,2,3,3,1,1,1,3,1,1,1,3,"7","8",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"C","Democrate",3,3,3,3,"femme",8,2
"500","R_e3QCKsewe8qQaih","Default Response Set","Anonymous",NA,NA,"99.148.150.254",0,"25APR13:14:34:00","25APR13:14:41:00",1,"9dd00b45b9b28a4fa9c011ecd023708f",1,"",1,2,30,2,2,5,3,4,3,4,3,"3",1,2,1,1,1,34.696,34.696,34.699,1,5,4,4,4,3,3,3,5,5,4,2,2,"2",1,1,2,1,1,32.504,32.504,32.508,1,5,3,5,5,1,2,2,"1","1",4,2,1,5,5,1,4,"0.1","100","24","13","1","1","GMO Questions|Global Warming Questions",1,1,30,0,0,5,2,0,4,0,0,3,4,0,1,0,1,0,0,1,1,"10","6",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"A","autre",1,1,3,4,"femme",5,2
"501","R_d0fSMvT1DeDuOON","Default Response Set","Anonymous",NA,NA,"174.100.67.220",0,"25APR13:14:33:00","25APR13:14:41:00",1,"02f66967e86c5f473e8de3494492007c",1,"",1,2,20,2,2,5,3,3,3,3,3,"5",2,2,1,1,1,35.178,35.178,35.179,1,3,3,3,3,3,3,3,3,3,3,3,4,"3",1,1,1,1,1,102.89,102.89,102.891,1,3,3,3,3,3,3,3,"2","2",2,3,1,1,5,9,1,"0.1","100 minutes","24","35","2","1","Global Warming Questions|GMO Questions",0,1,20,0,0,5,2,0,2,0,0,3,3,1,1,0,2,0,0,0,0,"11","10",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",2,0,3,3,"femme",5,2
"502","R_eFI23Dt6fsTjhMp","Default Response Set","Anonymous",NA,NA,"173.168.219.19",0,"25APR13:14:33:00","25APR13:14:41:00",1,"208f96c5cbf9ad3128326bfc3ce40eec",1,"",1,2,41,2,2,3,2,2,2,4,5,"5",1,1,1,1,1,37.654,37.654,37.655,1,2,3,1,1,4,5,5,3,4,2,4,3,"4",1,1,1,1,1,31.837,31.837,31.837,1,3,3,2,3,4,4,4,"2","2",7,5,1,1,5,7,1,"10","20","don't k","9","1","1","Global Warming Questions|GMO Questions",0,1,41,0,0,3,1,1,2,0,1,2,2,0,0,0,0,0,0,0,0,"14","11",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"B","Republicain",0,0,2,2,"femme",3,2
