"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
10097,0,"Bulgarie","femme",53,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",7
10098,0,"Ireland","homme",27,"secondaire","Not Employed","tres faible","petite-moyenne ville",90,"marche","sans emploi",3
10099,0,"Slovaquie","femme",36,"secondaire","Employed","sans reponse","zone rurale",20,"vehicule individuel","employe",10
10100,0,"Grande Bretagne","femme",28,"universite","Employed","moyen","petite-moyenne ville",75,"marche","employe",8
10101,0,"Tchéquie","homme",50,"secondaire","Employed","tres faible","petite-moyenne ville",10,"transport collectif","employe",5
10102,0,"Slovaquie","homme",31,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",7
10103,0,"Tchéquie","femme",33,"secondaire","Employed","moyen","zone rurale",10,"marche","employe",5
10104,0,"Bulgarie","femme",50,"universite","Employed","faible","petite-moyenne ville",90,"vehicule individuel","employe",7
10105,0,"Tchéquie","femme",45,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",7
10106,1,"Slovaquie","femme",50,"universite","Employed","eleve","petite-moyenne ville",10,"marche","employe",4
10107,1,"Bulgarie","homme",39,"secondaire","Not Employed","faible","grande ville",60,"marche","sans emploi",5
10108,0,"Grèce","femme",32,"universite","Not Employed","tres faible","grande ville",10,"vehicule individuel","sans emploi",5
10109,0,"Belgique","femme",45,"secondaire","Employed","faible","zone rurale",15,"vehicule individuel","employe",8
10110,0,"Slovaquie","femme",39,"secondaire inferieur","Employed","sans reponse","petite-moyenne ville",10,"marche","employe",8
10111,0,"Espagne","homme",50,"secondaire","Employed","faible","grande ville",15,"vehicule individuel","employe",7
10112,0,"Grèce","femme",30,"universite","Not Employed","faible","grande ville",25,"transport collectif","sans emploi",10
10113,1,"Tchéquie","homme",52,"secondaire","Employed","faible","zone rurale",20,"velo","employe",8
10114,0,"Slovaquie","femme",52,"universite","Employed","moyen","zone rurale",10,"vehicule individuel","employe",4
10115,0,"Hongrie","femme",22,"secondaire inferieur","Employed","moyen","aire metropolitaine",10,"marche","employe",1
10116,0,"Slovaquie","femme",46,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",5
10117,0,"Belgique","femme",44,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",7
10118,0,"France","homme",60,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",5,"vehicule individuel","sans emploi",7
10119,0,"Lituanie","homme",42,"universite","Employed","eleve","petite-moyenne ville",20,"vehicule individuel","employe",6
10120,0,"Slovaquie","homme",48,"secondaire","Employed","moyen","zone rurale",40,"marche","employe",9
10121,0,"Espagne","femme",41,"universite","Not Employed","moyen","zone rurale",135,"vehicule individuel","sans emploi",10
10122,1,"Slovénie","femme",20,"universite","Not Employed","faible","petite-moyenne ville",15,"velo","sans emploi",5
10123,0,"Lettonie","homme",46,"secondaire","Employed","moyen","grande ville",35,"marche","employe",5
10124,1,"Tchéquie","homme",52,"universite","Employed","moyen","petite-moyenne ville",15,"velo","employe",9
10125,0,"Bulgarie","femme",53,"universite","Employed","moyen","petite-moyenne ville",15,"transport collectif","employe",9
10126,1,"Tchéquie","homme",33,"secondaire","Employed","tres faible","aire metropolitaine",20,"velo","employe",5
10127,0,"Roumanie","homme",53,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",8
10128,0,"Tchéquie","homme",32,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",8
10129,0,"Bulgarie","homme",36,"universite","Employed","moyen","aire metropolitaine",15,"marche","employe",10
10130,0,"Slovénie","femme",49,"secondaire","Not Employed","moyen","petite-moyenne ville",25,"vehicule individuel","sans emploi",8
10131,0,"Slovaquie","homme",45,"secondaire","Employed","sans reponse","petite-moyenne ville",10,"marche","employe",8
10132,0,"Tchéquie","femme",41,"secondaire","Employed","faible","petite-moyenne ville",15,"marche","employe",7
10133,1,"Slovaquie","homme",43,"universite","Employed","moyen","petite-moyenne ville",10,"velo","employe",3
10134,0,"Slovaquie","femme",32,"universite","Employed","eleve","grande ville",60,"vehicule individuel","employe",8
10135,0,"Tchéquie","femme",38,"secondaire","Not Employed","moyen","zone rurale",15,"vehicule individuel","sans emploi",7
10136,0,"Tchéquie","homme",22,"secondaire","Not Employed","moyen","aire metropolitaine",60,"marche","sans emploi",2
10137,0,"Bulgarie","femme",37,"universite","Employed","eleve","grande ville",30,"vehicule individuel","employe",5
10138,0,"Lettonie","homme",41,"secondaire","Employed","moyen","grande ville",15,"vehicule individuel","employe",4
10139,0,"Slovaquie","femme",48,"secondaire","Employed","moyen","zone rurale",70,"vehicule individuel","employe",5
10140,0,"Estonie","femme",50,"universite","Employed","moyen","zone rurale",7,"vehicule individuel","employe",5
10141,0,"Hongrie","femme",41,"secondaire","Employed","faible","petite-moyenne ville",10,"marche","employe",5
10142,0,"Slovaquie","femme",47,"universite","Employed","moyen","petite-moyenne ville",20,"transport collectif","employe",10
10143,0,"Slovaquie","femme",33,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",5
10144,0,"Slovaquie","femme",32,"secondaire","Not Employed","faible","grande ville",79,"marche","sans emploi",9
10145,1,"Pologne","femme",24,"secondaire","Not Employed","moyen","zone rurale",60,"marche","sans emploi",8
10146,0,"Bulgarie","homme",41,"universite","Employed","eleve","grande ville",20,"vehicule individuel","employe",3
10147,0,"Grèce","femme",43,"secondaire","Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","employe",4
10148,0,"Lettonie","femme",53,"universite","Employed","eleve","grande ville",40,"transport collectif","employe",7
10149,0,"Lettonie","homme",41,"secondaire","Employed","moyen","zone rurale",20,"marche","employe",5
10150,0,"Tchéquie","homme",29,"secondaire inferieur","Employed","tres faible","zone rurale",80,"transport collectif","employe",7
10151,0,"Bulgarie","homme",41,"secondaire","Employed","moyen","petite-moyenne ville",60,"marche","employe",8
10152,0,"Bulgarie","homme",38,"secondaire","Employed","faible","petite-moyenne ville",30,"marche","employe",9
10153,0,"Suède","femme",37,"universite","Employed","sans reponse","aire metropolitaine",20,"vehicule individuel","employe",1
10154,0,"Slovaquie","homme",29,"secondaire inferieur","Employed","eleve","petite-moyenne ville",30,"vehicule individuel","employe",10
10155,0,"Estonie","femme",45,"secondaire","Employed","faible","petite-moyenne ville",15,"marche","employe",10
10156,0,"Tchéquie","femme",39,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"marche","sans emploi",7
10157,0,"Lettonie","femme",48,"universite","Employed","faible","petite-moyenne ville",30,"marche","employe",9
10158,0,"Slovaquie","homme",22,"secondaire","Employed","faible","zone rurale",75,"vehicule individuel","employe",5
10159,0,"Ireland","homme",18,"secondaire","Not Employed","faible","zone rurale",5,"vehicule individuel","sans emploi",5
10160,1,"Slovaquie","homme",35,"secondaire inferieur","Employed","faible","grande ville",5,"velo","employe",10
10161,0,"Lituanie","femme",29,"universite","Employed","tres eleve","petite-moyenne ville",10,"vehicule individuel","employe",1
10162,0,"Lettonie","femme",25,"secondaire","Employed","moyen","grande ville",30,"transport collectif","employe",6
10163,0,"Slovénie","femme",53,"universite","Employed","moyen","grande ville",20,"vehicule individuel","employe",5
10164,0,"Grèce","femme",51,"secondaire","Not Employed","moyen","petite-moyenne ville",70,"vehicule individuel","sans emploi",7
10165,1,"Lettonie","homme",41,"secondaire","Employed","moyen","petite-moyenne ville",30,"velo","employe",4
10166,0,"Slovaquie","femme",34,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",9
10167,0,"Tchéquie","femme",39,"universite","Employed","faible","zone rurale",30,"vehicule individuel","employe",6
10168,0,"Slovaquie","homme",36,"secondaire inferieur","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",5
10169,0,"Slovaquie","femme",38,"secondaire","Employed","moyen","grande ville",45,"transport collectif","employe",5
10170,0,"Slovaquie","homme",38,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",100,"vehicule individuel","employe",5
10171,0,"Danemark","femme",45,"universite","Employed","eleve","petite-moyenne ville",70,"transport collectif","employe",5
10172,1,"Slovaquie","femme",30,"universite","Employed","tres faible","petite-moyenne ville",5,"velo","employe",8
10173,0,"Slovaquie","femme",36,"universite","Employed","faible","grande ville",45,"transport collectif","employe",7
10174,0,"France","homme",47,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",7
10175,0,"Slovaquie","femme",42,"secondaire","Not Employed","tres eleve","petite-moyenne ville",20,"vehicule individuel","sans emploi",9
10176,0,"Estonie","femme",32,"universite","Employed","tres eleve","grande ville",45,"vehicule individuel","employe",3
10177,0,"Grande Bretagne","homme",60,"secondaire","Employed","moyen","petite-moyenne ville",65,"vehicule individuel","employe",6
10178,0,"Bulgarie","femme",51,"universite","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",9
10179,0,"Ireland","homme",37,"universite","Not Employed","moyen","petite-moyenne ville",20,"vehicule individuel","sans emploi",8
10180,0,"Pologne","homme",27,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",7
10181,1,"Danemark","femme",48,"premier cycle","Employed","moyen","zone rurale",5,"velo","employe",3
10182,0,"Croatie","homme",45,"secondaire","Employed","faible","petite-moyenne ville",5,"vehicule individuel","employe",9
10183,0,"Slovaquie","femme",45,"secondaire inferieur","Employed","faible","zone rurale",5,"vehicule individuel","employe",8
10184,1,"Bulgarie","homme",24,"universite","Employed","moyen","grande ville",30,"marche","employe",10
10185,0,"Slovaquie","femme",41,"secondaire","Employed","moyen","zone rurale",25,"vehicule individuel","employe",5
10186,1,"Hongrie","femme",35,"secondaire inferieur","Employed","moyen","zone rurale",90,"marche","employe",5
10187,0,"Slovaquie","femme",45,"universite","Not Employed","moyen","zone rurale",30,"vehicule individuel","sans emploi",7
10188,0,"Autriche","femme",60,"universite","Employed","faible","zone rurale",30,"marche","employe",8
10189,0,"Croatie","homme",31,"secondaire","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",7
10190,0,"Grèce","femme",47,"secondaire","Not Employed","tres faible","zone rurale",5,"vehicule individuel","sans emploi",7
10191,0,"Estonie","femme",44,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",3
10192,0,"Bulgarie","homme",29,"secondaire","Not Employed","moyen","aire metropolitaine",45,"transport collectif","sans emploi",7
10193,0,"Slovaquie","homme",32,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",8,"vehicule individuel","employe",3
10194,1,"Slovénie","femme",36,"universite","Employed","moyen","grande ville",15,"velo","employe",9
10195,0,"Estonie","femme",48,"secondaire","Employed","moyen","zone rurale",50,"vehicule individuel","employe",4
10196,0,"Slovénie","femme",53,"universite","Employed","sans reponse","petite-moyenne ville",70,"marche","employe",6
10197,0,"Slovaquie","homme",44,"premier cycle","Employed","sans reponse","aire metropolitaine",10,"vehicule individuel","employe",8
10198,0,"Suède","homme",27,"universite","Employed","moyen","grande ville",30,"marche","employe",8
10199,0,"Bulgarie","femme",53,"universite","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",9
10200,0,"Croatie","homme",20,"secondaire","Not Employed","moyen","grande ville",15,"marche","sans emploi",4
10201,0,"Slovaquie","homme",39,"secondaire","Employed","faible","zone rurale",50,"vehicule individuel","employe",8
10202,0,"Bulgarie","homme",38,"universite","Employed","moyen","petite-moyenne ville",15,"marche","employe",8
10203,0,"Ireland","femme",34,"universite","Employed","faible","grande ville",5,"vehicule individuel","employe",8
10204,0,"Bulgarie","homme",40,"secondaire","Employed","moyen","aire metropolitaine",80,"transport collectif","employe",10
10205,0,"Grèce","femme",38,"universite","Employed","moyen","petite-moyenne ville",10,"marche","employe",3
10206,0,"Slovaquie","femme",39,"universite","Employed","faible","zone rurale",30,"transport collectif","employe",8
10207,0,"Pays-Bas","femme",23,"secondaire inferieur","Employed","sans reponse","grande ville",25,"marche","employe",8
10208,0,"France","femme",28,"secondaire","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",8
10209,0,"Grèce","homme",20,"secondaire","Not Employed","sans reponse","aire metropolitaine",130,"vehicule individuel","sans emploi",7
10210,1,"Tchéquie","femme",44,"secondaire","Not Employed","faible","zone rurale",30,"velo","sans emploi",6
10211,1,"Pays-Bas","femme",50,"secondaire","Employed","tres faible","aire metropolitaine",10,"velo","employe",7
10212,0,"Slovaquie","femme",40,"secondaire","Employed","eleve","zone rurale",70,"transport collectif","employe",8
10213,0,"Grèce","femme",46,"secondaire","Employed","moyen","zone rurale",10,"vehicule individuel","employe",8
10214,0,"Finlande","femme",34,"universite","Employed","faible","aire metropolitaine",40,"marche","employe",10
10215,0,"Grèce","homme",28,"universite","Employed","moyen","aire metropolitaine",20,"marche","employe",2
10216,0,"Tchéquie","femme",38,"secondaire","Employed","tres faible","zone rurale",15,"marche","employe",5
10217,0,"Croatie","homme",22,"premier cycle","Employed","moyen","aire metropolitaine",30,"marche","employe",4
10218,0,"Portugal","femme",38,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",5
10219,0,"Slovaquie","homme",25,"universite","Not Employed","faible","petite-moyenne ville",20,"transport collectif","sans emploi",5
10220,0,"Slovaquie","femme",50,"universite","Employed","moyen","zone rurale",45,"vehicule individuel","employe",5
10221,0,"Espagne","femme",36,"secondaire","Employed","faible","aire metropolitaine",30,"marche","employe",9
10222,0,"Bulgarie","homme",38,"secondaire","Employed","moyen","grande ville",20,"transport collectif","employe",9
10223,0,"Belgique","homme",33,"universite","Employed","faible","grande ville",45,"vehicule individuel","employe",5
10224,0,"Portugal","femme",27,"universite","Employed","eleve","grande ville",5,"vehicule individuel","employe",5
10225,0,"Slovaquie","homme",53,"universite","Employed","eleve","grande ville",20,"vehicule individuel","employe",6
10226,0,"Ireland","femme",32,"universite","Employed","moyen","petite-moyenne ville",25,"marche","employe",7
10227,0,"Italie","femme",29,"universite","Employed","tres eleve","aire metropolitaine",80,"marche","employe",10
10228,0,"Grèce","femme",43,"secondaire","Not Employed","faible","zone rurale",15,"vehicule individuel","sans emploi",8
10229,0,"Slovaquie","femme",31,"universite","Not Employed","moyen","petite-moyenne ville",20,"vehicule individuel","sans emploi",5
10230,0,"Bulgarie","homme",41,"secondaire","Employed","eleve","aire metropolitaine",45,"vehicule individuel","employe",10
10231,1,"Bulgarie","homme",29,"universite","Employed","tres eleve","aire metropolitaine",66,"marche","employe",10
10232,0,"Croatie","homme",39,"universite","Employed","eleve","grande ville",15,"vehicule individuel","employe",8
10233,1,"Tchéquie","homme",19,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",25,"marche","sans emploi",5
10234,0,"Pays-Bas","femme",26,"secondaire","Employed","moyen","petite-moyenne ville",50,"marche","employe",6
10235,0,"Slovénie","femme",30,"universite","Employed","eleve","zone rurale",8,"vehicule individuel","employe",3
10236,0,"Slovénie","homme",42,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",8
10237,0,"Grèce","homme",29,"universite","Employed","faible","aire metropolitaine",15,"vehicule individuel","employe",2
10238,0,"Autriche","femme",22,"secondaire","Not Employed","moyen","zone rurale",45,"vehicule individuel","sans emploi",5
10239,0,"Ireland","homme",36,"universite","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",5
10240,1,"Slovaquie","homme",47,"universite","Employed","moyen","petite-moyenne ville",5,"marche","employe",9
10241,0,"Ireland","femme",52,"secondaire","Not Employed","moyen","zone rurale",15,"vehicule individuel","sans emploi",8
10242,0,"Portugal","femme",53,"secondaire","Employed","moyen","grande ville",10,"vehicule individuel","employe",10
10243,0,"Bulgarie","homme",33,"secondaire","Employed","faible","grande ville",15,"vehicule individuel","employe",7
10244,0,"Tchéquie","femme",44,"secondaire","Employed","moyen","aire metropolitaine",45,"transport collectif","employe",8
10245,0,"Pologne","femme",60,"secondaire","Employed","sans reponse","petite-moyenne ville",60,"vehicule individuel","employe",5
10246,0,"Ireland","femme",21,"universite","Employed","moyen","grande ville",70,"marche","employe",3
10247,0,"Grèce","homme",53,"universite","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",5
10248,1,"Croatie","homme",23,"secondaire","Employed","faible","grande ville",15,"marche","employe",8
10249,0,"Ireland","homme",52,"universite","Not Employed","faible","zone rurale",40,"vehicule individuel","sans emploi",2
10250,0,"Autriche","homme",22,"secondaire","Not Employed","tres faible","zone rurale",65,"vehicule individuel","sans emploi",6
10251,1,"Pologne","homme",60,"universite","Employed","faible","petite-moyenne ville",60,"velo","employe",10
10252,0,"Slovaquie","femme",34,"secondaire","Not Employed","moyen","petite-moyenne ville",65,"vehicule individuel","sans emploi",8
10253,0,"Belgique","femme",27,"universite","Employed","moyen","petite-moyenne ville",60,"transport collectif","employe",7
10254,0,"Tchéquie","homme",53,"secondaire","Employed","faible","aire metropolitaine",45,"transport collectif","employe",4
10255,0,"Portugal","homme",43,"secondaire","Employed","faible","petite-moyenne ville",40,"transport collectif","employe",10
10256,1,"Bulgarie","homme",48,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"velo","sans emploi",5
10257,0,"Pays-Bas","femme",43,"secondaire","Employed","tres faible","grande ville",15,"vehicule individuel","employe",5
10258,0,"Bulgarie","homme",45,"universite","Employed","moyen","grande ville",30,"transport collectif","employe",5
10259,0,"Bulgarie","homme",34,"universite","Employed","tres faible","petite-moyenne ville",20,"vehicule individuel","employe",5
10260,0,"Estonie","homme",51,"secondaire","Employed","moyen","petite-moyenne ville",6,"marche","employe",2
10261,0,"Bulgarie","homme",53,"universite","Not Employed","faible","grande ville",90,"marche","sans emploi",5
10262,0,"Grèce","femme",45,"universite","Employed","moyen","grande ville",10,"vehicule individuel","employe",8
10263,0,"Bulgarie","homme",47,"secondaire","Employed","moyen","petite-moyenne ville",20,"marche","employe",8
10264,0,"Espagne","femme",32,"premier cycle","Employed","faible","petite-moyenne ville",5,"vehicule individuel","employe",7
10265,0,"Slovaquie","femme",52,"secondaire","Employed","moyen","petite-moyenne ville",90,"transport collectif","employe",10
10266,0,"Bulgarie","homme",33,"secondaire","Employed","moyen","grande ville",45,"marche","employe",7
10267,0,"Estonie","femme",32,"universite","Employed","faible","petite-moyenne ville",10,"marche","employe",2
10268,0,"Tchéquie","femme",38,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",5
10269,0,"Finlande","femme",35,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",2
10270,0,"Roumanie","femme",43,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",9
10271,0,"Grèce","femme",30,"universite","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",9
10272,1,"Autriche","femme",60,"secondaire inferieur","Not Employed","faible","grande ville",40,"marche","sans emploi",8
10273,0,"Pologne","homme",29,"universite","Employed","eleve","grande ville",20,"vehicule individuel","employe",9
10274,0,"Estonie","femme",49,"secondaire","Employed","faible","zone rurale",10,"marche","employe",9
10275,1,"Slovénie","homme",36,"secondaire","Employed","faible","petite-moyenne ville",10,"velo","employe",1
10276,0,"Bulgarie","homme",40,"universite","Employed","moyen","petite-moyenne ville",15,"transport collectif","employe",6
10277,0,"Bulgarie","homme",37,"universite","Employed","moyen","aire metropolitaine",120,"vehicule individuel","employe",10
10278,0,"Slovénie","femme",33,"secondaire","Employed","moyen","zone rurale",25,"vehicule individuel","employe",5
10279,1,"Bulgarie","homme",45,"secondaire","Employed","faible","petite-moyenne ville",10,"velo","employe",8
10280,0,"Grèce","femme",39,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",4
10281,0,"Finlande","homme",40,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",10,"vehicule individuel","employe",7
10282,0,"Bulgarie","homme",29,"secondaire","Employed","moyen","grande ville",90,"marche","employe",9
10283,0,"Croatie","homme",29,"secondaire","Employed","faible","zone rurale",15,"vehicule individuel","employe",8
10284,0,"Lettonie","homme",42,"secondaire","Employed","tres faible","zone rurale",45,"marche","employe",5
10285,0,"Bulgarie","homme",34,"universite","Employed","moyen","aire metropolitaine",70,"marche","employe",8
10286,0,"Slovaquie","homme",25,"secondaire inferieur","Employed","moyen","grande ville",90,"marche","employe",7
10287,0,"Bulgarie","homme",29,"universite","Employed","moyen","petite-moyenne ville",140,"vehicule individuel","employe",9
10288,1,"Slovaquie","homme",44,"secondaire","Employed","eleve","zone rurale",120,"marche","employe",8
10289,0,"Bulgarie","homme",41,"universite","Employed","moyen","grande ville",35,"vehicule individuel","employe",3
10290,0,"France","femme",38,"universite","Employed","eleve","zone rurale",6,"vehicule individuel","employe",7
10291,0,"Grèce","femme",32,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",8
10292,0,"Grèce","femme",34,"universite","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",2
10293,1,"Slovaquie","homme",32,"secondaire","Not Employed","faible","zone rurale",30,"velo","sans emploi",7
10294,0,"Grèce","femme",31,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",7
10295,0,"Grande Bretagne","homme",57,"universite","Not Employed","moyen","petite-moyenne ville",40,"vehicule individuel","sans emploi",8
10296,1,"Tchéquie","femme",33,"secondaire","Employed","moyen","aire metropolitaine",45,"marche","employe",6
10297,0,"Finlande","femme",29,"secondaire inferieur","Employed","faible","zone rurale",30,"vehicule individuel","employe",8
10298,0,"Bulgarie","femme",33,"universite","Not Employed","moyen","grande ville",30,"marche","sans emploi",10
10299,0,"Bulgarie","homme",44,"secondaire","Employed","moyen","grande ville",20,"transport collectif","employe",8
10300,0,"Grèce","femme",44,"secondaire","Not Employed","tres faible","grande ville",60,"marche","sans emploi",8
10301,0,"Bulgarie","homme",35,"universite","Employed","moyen","grande ville",35,"vehicule individuel","employe",1
10302,0,"Grèce","femme",37,"secondaire","Not Employed","moyen","grande ville",15,"marche","sans emploi",7
10303,0,"Slovaquie","homme",44,"secondaire","Employed","faible","zone rurale",35,"vehicule individuel","employe",4
10304,0,"Bulgarie","homme",35,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",6
10305,1,"Bulgarie","femme",52,"secondaire","Not Employed","moyen","zone rurale",30,"velo","sans emploi",8
10306,0,"Bulgarie","femme",52,"secondaire","Employed","moyen","petite-moyenne ville",80,"marche","employe",5
10307,0,"Bulgarie","homme",35,"secondaire","Employed","eleve","aire metropolitaine",30,"vehicule individuel","employe",8
10308,0,"Bulgarie","homme",40,"universite","Employed","moyen","grande ville",90,"vehicule individuel","employe",7
10309,0,"Bulgarie","homme",30,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",8
10310,0,"Slovaquie","femme",50,"universite","Employed","moyen","zone rurale",20,"vehicule individuel","employe",8
10311,1,"Belgique","femme",29,"universite","Employed","faible","zone rurale",70,"velo","employe",8
10312,0,"Pologne","homme",39,"universite","Employed","moyen","zone rurale",45,"vehicule individuel","employe",7
10313,0,"Lettonie","homme",54,"universite","Employed","moyen","petite-moyenne ville",15,"marche","employe",2
10314,1,"Bulgarie","homme",30,"secondaire","Employed","faible","petite-moyenne ville",10,"marche","employe",8
10315,0,"Lettonie","femme",53,"universite","Employed","moyen","zone rurale",45,"vehicule individuel","employe",7
10316,0,"Bulgarie","homme",48,"secondaire","Employed","moyen","petite-moyenne ville",80,"marche","employe",8
10317,0,"Grèce","femme",38,"secondaire","Not Employed","sans reponse","grande ville",20,"vehicule individuel","sans emploi",8
10318,0,"Autriche","homme",30,"secondaire","Employed","tres faible","zone rurale",30,"vehicule individuel","employe",5
10319,0,"Bulgarie","homme",42,"universite","Employed","moyen","petite-moyenne ville",30,"marche","employe",8
10320,0,"Tchéquie","femme",43,"secondaire","Employed","faible","zone rurale",45,"marche","employe",5
10321,1,"Hongrie","femme",47,"universite","Employed","faible","zone rurale",10,"velo","employe",5
10322,0,"Slovénie","homme",36,"secondaire","Employed","moyen","petite-moyenne ville",20,"marche","employe",8
10323,0,"Grèce","femme",45,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",9
10324,0,"Tchéquie","femme",36,"secondaire","Not Employed","moyen","petite-moyenne ville",5,"marche","sans emploi",5
10325,0,"Bulgarie","homme",47,"secondaire","Employed","eleve","petite-moyenne ville",30,"vehicule individuel","employe",5
10326,0,"Bulgarie","homme",35,"universite","Employed","moyen","petite-moyenne ville",20,"marche","employe",10
10327,0,"Tchéquie","femme",30,"secondaire","Employed","faible","petite-moyenne ville",60,"marche","employe",5
10328,0,"Tchéquie","femme",43,"secondaire","Employed","moyen","zone rurale",10,"vehicule individuel","employe",7
10329,0,"Slovaquie","homme",48,"secondaire","Employed","faible","petite-moyenne ville",10,"marche","employe",6
10330,0,"Bulgarie","homme",36,"universite","Employed","moyen","aire metropolitaine",25,"vehicule individuel","employe",8
10331,0,"Slovaquie","homme",26,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",5
10332,1,"Finlande","femme",35,"secondaire","Employed","moyen","grande ville",25,"velo","employe",8
10333,0,"Grèce","femme",37,"universite","Employed","moyen","petite-moyenne ville",20,"transport collectif","employe",3
10334,0,"France","homme",37,"secondaire","Not Employed","moyen","petite-moyenne ville",120,"vehicule individuel","sans emploi",6
10335,0,"Estonie","femme",50,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",8
10336,0,"Suède","femme",21,"secondaire","Employed","moyen","zone rurale",10,"vehicule individuel","employe",9
10337,0,"Croatie","homme",51,"secondaire","Not Employed","faible","grande ville",45,"marche","sans emploi",4
10338,0,"Grèce","femme",35,"universite","Employed","eleve","grande ville",20,"vehicule individuel","employe",7
10339,0,"Espagne","femme",58,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",35,"vehicule individuel","sans emploi",8
10340,0,"Lituanie","homme",37,"universite","Employed","faible","petite-moyenne ville",45,"transport collectif","employe",4
10341,0,"Espagne","homme",22,"universite","Not Employed","moyen","petite-moyenne ville",25,"marche","sans emploi",7
10342,1,"Autriche","homme",37,"secondaire inferieur","Employed","eleve","petite-moyenne ville",150,"marche","employe",5
10343,0,"Tchéquie","homme",51,"secondaire","Employed","faible","aire metropolitaine",15,"marche","employe",9
10344,1,"Tchéquie","femme",38,"secondaire","Employed","moyen","petite-moyenne ville",60,"velo","employe",10
10345,0,"Estonie","femme",54,"secondaire","Employed","moyen","zone rurale",65,"vehicule individuel","employe",5
10346,0,"Grèce","femme",33,"secondaire","Not Employed","tres faible","zone rurale",20,"vehicule individuel","sans emploi",6
10347,0,"Autriche","femme",28,"universite","Employed","moyen","petite-moyenne ville",50,"transport collectif","employe",7
10348,0,"Autriche","femme",30,"secondaire inferieur","Employed","moyen","aire metropolitaine",45,"marche","employe",5
10349,0,"Bulgarie","homme",43,"universite","Employed","moyen","petite-moyenne ville",5,"transport collectif","employe",10
10350,0,"Estonie","homme",54,"secondaire","Employed","moyen","petite-moyenne ville",5,"marche","employe",1
10351,1,"Autriche","femme",30,"premier cycle","Employed","moyen","grande ville",25,"velo","employe",8
10352,0,"Suède","homme",23,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",7
10353,0,"Bulgarie","homme",33,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",9
10354,0,"Lettonie","homme",31,"secondaire","Employed","moyen","aire metropolitaine",40,"transport collectif","employe",7
10355,0,"Allemagne","femme",48,"secondaire inferieur","Employed","faible","petite-moyenne ville",15,"transport collectif","employe",9
10356,0,"Slovaquie","homme",43,"secondaire","Employed","moyen","aire metropolitaine",20,"transport collectif","employe",9
10357,0,"Bulgarie","homme",37,"universite","Not Employed","sans reponse","petite-moyenne ville",10,"marche","sans emploi",5
